n,m,range,seed,mean,variance,period,chi,kp,km
22343,28567,6224,16564,2121740238.468,1537473905533528767.965,6225,15.4509,0.0155,0.0021
18268,105320,87052,8202,2152378652.7316,1542801966759434855.8089,87053,10.6926,0.0006,0.003
6478,82149,75671,887,2139083955.633,1537328544652051451.2872,75672,8.9655,0.0041,0.0004
8584,44005,35421,11840,2149095293.7379,1542434954427652400.9549,35422,3.2808,0.0014,0.0026
6866,16774,9908,10625,2144080361.3017,1546535720232447676.0678,9909,8.6067,0.0048,0.0032
6611,36439,29828,15091,2148520825.0557,1546112942279032809.7322,29829,5.8862,0.0036,0.0028
22382,104860,82478,19189,2136321307.9146,1534152110667146777.8637,82479,14.9853,0.0047,0.0003
17511,116507,98996,26314,2145202930.3833,1535812169442958823.8801,98997,14.1685,0.0036,0.0012
215,56491,56276,26117,2143354706.1036,1544318151744544365.107,56277,4.4344,0.0029,0.0025
31801,102607,70806,17857,2145718653.1657,1551004716113828006.8859,70807,16.9369,0.0041,0.003
22877,122596,99719,12960,2139949614.4675,1536179377643085586.761,99720,6.8039,0.0038,0.0004
855,16156,15301,6775,2165673014.5067,1541429417650170015.8138,15302,8.3773,0.002,0.0106
6265,26262,19997,1647,2155835406.0167,1552912409451084296.1115,19998,7.8463,0.0027,0.0081
1968,62876,60908,3481,2144455504.9591,1542930334520029562.8796,60909,12.7544,0.0028,0.0013
22079,87502,65423,2856,2144890177.6761,1537538180461222641.6893,65424,15.818,0.0021,0.0013
5769,12926,7157,17906,2139432307.8783,1526233407480947723.5928,7158,9.8127,0.0077,0.0044
18337,95782,77445,16064,2150530462.9551,1533340041823174184.2131,77446,4.243,0.0008,0.0032
889,25037,24148,7321,2159830764.675,1526280563135085293.0332,24149,8.2885,0.0005,0.0064
12582,54106,41524,1853,2137070019.1144,1533300430056180519.0881,41525,8.5223,0.0054,0.0006
3834,50118,46284,1919,2135153797.5492,1525587850101520714.3294,46285,11.6163,0.0067,0.0006
30792,87337,56545,31884,2142660250.8604,1534172554240906151.7264,56546,12.1854,0.0034,0.0015
2604,42055,39451,1964,2156696962.4926,1544651548998211931.5756,39452,12.5019,0.0009,0.0048
695,39266,38571,2827,2153095928.5972,1537193179505258120.6924,38572,11.1118,0.0016,0.0042
17697,62028,44331,18690,2154026941.1477,1538750309312725569.7069,44332,12.7973,0.0006,0.0037
20481,28520,8039,9818,2143305491.4463,1522583718060659755.0312,8040,8.583,0.006,0.0051
15570,75776,60206,23412,2146630020.806,1530590652497949966.4753,60207,9.8016,0.0028,0.0026
29682,53556,23874,21419,2136783494.0601,1523742461358431015.6334,23875,10.3817,0.0087,0.0022
13717,50918,37201,31443,2140959480.4225,1541691769748874163.0108,37202,11.0275,0.0044,0.0011
2412,84808,82396,22526,2152766848.9565,1535143518411943240.1761,82397,5.5119,0.0002,0.0031
13737,82354,68617,7866,2151487645.1613,1541372775286336069.7601,68618,12.6534,0.0017,0.003
5439,18446,13007,5588,2148842303.6402,1536730054941563706.4886,13008,17.4997,0.0066,0.0038
15499,63963,48464,9834,2138890919.1054,1548500821360424956.8331,48465,18.2412,0.0049,0.0012
12595,44631,32036,18581,2136867650.5785,1527760503213549880.6792,32037,7.9041,0.0052,0.0004
26186,42865,16679,22280,2152858140.3748,1534288488845351414.8833,16680,10.3251,0.0025,0.0075
30530,90744,60214,12811,2144616347.637,1532830841432678142.9579,60215,5.0417,0.0034,0.0012
18448,69662,51214,27185,2149967603.842,1540149740253399948.8001,51215,9.0374,0.0019,0.0029
26834,109502,82668,32470,2135902220.2461,1531728433034493973.1075,82669,11.9837,0.0048,0.0005
27720,67695,39975,17238,2152373517.9631,1551274823242474216.8408,39976,10.3532,0.0033,0.0051
30323,51210,20887,9414,2148886927.1147,1530646768632033518.4968,20888,6.356,0.0028,0.004
26342,34002,7660,18924,2161518531.4755,1548626531715796492.924,7661,7.7891,0.0031,0.0086
31364,64663,33299,11011,2152981802.1112,1545933974204832579.4022,33300,5.4646,0.0014,0.0031
8856,67382,58526,652,2150664047.0793,1532524010493347413.6597,58527,5.327,0.0016,0.0031
25937,124379,98442,21548,2143878604.6179,1540323981345437628.0729,98443,4.7985,0.0021,0.0005
19713,59665,39952,9669,2147797272.5482,1551072562801790726.7168,39953,7.9101,0.003,0.0037
23615,42319,18704,25916,2163022610.8112,1538575903035236204.882,18705,8.3346,0.0009,0.0073
2640,73969,71329,22084,2153074647.9894,1534616437482714694.453,71330,4.5105,0.0005,0.0028
22346,38881,16535,28575,2157391436.755,1538292207949083064.827,16536,4.0909,0.0015,0.0054
23363,68144,44781,23514,2133367744.8715,1522838072871297973.3574,44782,19.2625,0.0076,0.0001
26345,40844,14499,27871,2165467896.8142,1543602471868341350.9085,14500,7.0555,0.0002,0.0099
20667,102321,81654,19220,2151259268.2305,1541501924776852769.1229,81655,11.244,0.0012,0.0031
12564,29882,17318,28613,2166784082.7957,1532753317107453565.2534,17319,9.6214,0,0.0075
8351,72093,63742,27551,2157368955.3471,1538250361023508954.5275,63743,14.4728,0.0008,0.0056
12409,54747,42338,9498,2155496393.7522,1549305880514645164.0306,42339,7.6336,0.0011,0.0053
32694,84400,51706,15460,2159641553.2704,1542995049731972272.71,51707,7.5915,0.000,0.0057
10119,33925,23806,27369,2158687811.3837,1524149400888803312.0482,23807,14.4705,0.0008,0.0064
3680,66808,63128,27350,2159449190.694,1533345879257660117.6662,63129,11.6882,0.0006,0.0063
22513,28209,5696,17501,2149849327.4899,1550791034173495778.4086,5697,11.6338,0.0087,0.0083
31967,81207,49240,15515,2146793167.8292,1539898772302645038.7978,49241,1.1679,0.0016,0.0016
1814,79581,77767,661,2151454044.8795,1532293145197200625.0778,77768,8.3169,0.0008,0.0029
15050,80879,65829,20839,2149859441.4175,1536222410850139125.4009,65830,3.1611,0.0006,0.0021
6364,15276,8912,21458,2147163561.2182,1538848406577032415.3718,8913,2.9863,0.0027,0.0028
18344,112166,93822,3770,2151404896.306,1529603371216714628.9359,93823,8.5808,0.0011,0.0026
4860,41928,37068,3120,2155002435.3946,1528522572591780480.8787,37069,8.5737,0.0024,0.0046
18630,98664,80034,26243,2158713505.3718,1534235486469780572.7626,80035,19.6243,0.0006,0.0059
23627,50263,26636,29940,2152809811.7659,1528100976056975279.0234,26637,4.1872,0.0015,0.0045
5568,56998,51430,4629,2137308474.8674,1550695270548347064.5796,51431,11.3123,0.0061,0.0013
29435,110659,81224,6476,2150923274.5855,1536716874884640876.2576,81225,3.0711,0.0005,0.0022
8919,82806,73887,5873,2157673343.9712,1527964089244548989.5836,73888,14.7646,0.0006,0.0052
23488,79717,56229,15959,2153654614.513,1537840279148169936.5246,56230,14.6858,0.001,0.0036
28137,70401,42264,4926,2149685445.2226,1535762095983687962.2132,42265,3.9304,0.001,0.0023
29924,47871,17947,26981,2140584864.3776,1541891231144890341.7909,17948,7.567,0.0038,0.001
2905,42663,39758,17537,2158022840.3187,1535723496482451186.9578,39759,15.3026,0.0002,0.0071
8541,72675,64134,8475,2159331590.9921,1523362192582491714.6285,64135,19.7665,0.0013,0.0071
17284,115243,97959,13805,2138444135.673,1529140305186641769.8931,97960,15.7508,0.0045,0.0009
2076,66531,64455,1806,2144734649.4531,1536554881669148008.9796,64456,10.7197,0.0035,0.0015
22778,36912,14134,17061,2146932937.2031,1549118155517287153.7904,14135,4.2307,0.005,0.0058
13,933,920,4054,2264461727.8056,1498866759756793280.0979,921,21.9152,0.0022,0.0536
22710,94561,71851,15021,2160266250.1638,1538163392410924566.707,71852,12.1948,0.0004,0.0051
4295,25009,20714,6980,2150544666.8869,1533624972506872666.4973,20715,12.7094,0.0031,0.0041
19603,99363,79760,27578,2139981295.9229,1538431528209468488.6119,79761,4.4046,0.0034,0.0003
11429,81502,70073,25160,2156242729.549,1531924114225497805.267,70074,12.4504,0.0002,0.004
17048,103878,86830,25949,2154408878.6718,1547973758681421427.8483,86831,13.8663,0.0015,0.0055
31414,64762,33348,28136,2137277686.4401,1528370193561463300.4771,33349,21.4856,0.0082,0.002
30816,130131,99315,2285,2145041568.5725,1534053511620787564.4712,99316,4.6246,0.0021,0.001
16012,76307,60295,3019,2146874834.6357,1537199897997877113.0294,60296,9.1514,0.003,0.0015
23523,70242,46719,25404,2131466933.2041,1534744079943633633.2583,46720,14.6213,0.0055,0.0002
17106,108697,91591,12313,2139508679.1798,1530737998905206671.8594,91592,12.500,0.0035,0.0006
22665,35882,13217,19657,2144755027.5,1517572250742799042.0357,13218,18.9949,0.0088,0.0052
17347,28434,11087,31065,2147256507.2056,1518407384291858930.9859,11088,10.4019,0.0046,0.0061
985,30994,30009,25441,2139117445.1283,1535472833514073603.8987,30010,6.073,0.0045,0.0006
9262,84059,74797,4386,2154294788.2927,1540713212291589762.6498,74798,4.433,0.0002,0.0035
7600,59186,51586,21814,2153493315.6839,1537175600144054041.2017,51587,18.6099,0.0009,0.0035
172,29869,29697,29144,2147201063.7085,1547947802195062414.0267,29698,3.9983,0.0033,0.0026
28435,108172,79737,3429,2149285955.9045,1537347808611701983.424,79738,8.849,0.0018,0.0023
13575,46220,32645,6996,2141048886.7213,1539320822424753430.237,32646,6.2507,0.0046,0.0012
19526,95782,76256,23883,2146728844.8768,1536568279888963403.5728,76257,4.621,0.0025,0.0021
11806,99380,87574,27324,2149944052.9429,1539301853300312565.8573,87575,15.0126,0.0018,0.0021
31686,117640,85954,18248,2146049624.14,1541702321944200214.5069,85955,12.7689,0.0029,0.0017
9419,91046,81627,18561,2148913486.7234,1526731380309810464.5638,81628,8.799,0.0022,0.0026
25755,30016,4261,17163,2150410689.5347,1532064191602022771.6144,4262,9.5888,0.0102,0.0087
21614,29358,7744,14737,2142600662.664,1534097068455493849.7603,7745,7.0508,0.0057,0.0033
7651,15916,8265,19666,2140431438.4765,1534634988278163710.5725,8266,12.0612,0.0092,0.0047
10661,62816,52155,21198,2142200231.3173,1537062612768849363.7342,52156,6.5553,0.0024,0.0004
6340,23333,16993,9306,2153158594.9012,1554798565580310836.9382,16994,8.7514,0.0032,0.0061
12514,59789,47275,7486,2135888943.6327,1533969121627476781.9869,47276,10.055,0.0056,0.000
30721,53781,23060,18674,2165372803.7512,1533290240938945419.7785,23061,11.4797,0.0002,0.0065
14624,88687,74063,740,2145357291.7696,1539739118787301319.4795,74064,13.2182,0.0021,0.0015
765,16158,15393,28193,2109037363.1134,1562324198307996074.4809,15394,28.7186,0.0156,0.0004
26986,113283,86297,27196,2149210625.6173,1538492326193050790.1574,86298,17.0179,0.0017,0.0019
20268,67087,46819,11758,2151937702.5254,1545310676843779232.1059,46820,6.2385,0.0013,0.0036
11374,64925,53551,7991,2151357658.5063,1544181862476692179.0008,53552,6.4142,0.0014,0.0032
5265,64384,59119,4779,2142905189.9076,1538818531975730327.1913,59120,12.9797,0.0026,0.0007
19830,78369,58539,14769,2145144562.341,1522454635296041775.2231,58540,12.5757,0.0032,0.0023
23850,46474,22624,11651,2155845203.6932,1538918216737025173.1875,22625,7.2236,0.0018,0.0052
16360,85571,69211,25231,2148285847.5799,1537146805161994091.8943,69212,9.7031,0.0022,0.0025
28138,87328,59190,28530,2145196857.4263,1537465465807985260.5423,59191,12.119,0.0027,0.0015
21340,63159,41819,24158,2138445287.399,1537127234540958765.7468,41820,5.5357,0.0055,0.0007
8087,63513,55426,14146,2143705659.6514,1539954529002271964.0458,55427,9.3142,0.003,0.0011
8656,101017,92361,8032,2145536335.0766,1535259875871138754.5405,92362,7.9883,0.0023,0.0014
7733,25800,18067,28262,2143988526.111,1518391120724314370.9464,18068,13.8836,0.0083,0.0045
6471,40167,33696,19213,2145000910.1419,1531609008596419365.8069,33697,2.8468,0.0036,0.002
25494,79955,54461,18714,2149530903.4549,1544341246891963964.2889,54462,10.4842,0.0015,0.0026
572,43406,42834,24006,2136607152.7581,1552473805614744606.5729,42835,23.1091,0.0061,0.0013
9792,54599,44807,1564,2145407234.7244,1540833468336706403.631,44808,8.5263,0.0021,0.0015
22024,118620,96596,25871,2154334017.7591,1529645603786050271.9879,96597,13.253,0.0007,0.0031
24830,38361,13531,8215,2134512427.3256,1545444344993338393.4623,13532,6.2484,0.0076,0.001
29794,61063,31269,5834,2166596352.782,1534137800969403850.2106,31270,16.0268,0.0008,0.0081
29336,109773,80437,32522,2142303945.6708,1532529044308260300.9736,80438,4.584,0.0034,0.0005
15839,42433,26594,10066,2140891845.3066,1558695576900512330.6356,26595,7.7456,0.0062,0.0033
21027,65333,44306,21317,2150446067.4332,1538970893546774043.7889,44307,2.4409,0.0007,0.0024
2325,4262,1937,700,2156841195.1636,1510699356624362259.6889,1938,17.6072,0.0108,0.0136
13941,91105,77164,31091,2151649191.4838,1530291005729870765.6632,77165,4.876,0.0012,0.0027
5108,23953,18845,11548,2150176565.5652,1541088865292468393.332,18846,8.743,0.0018,0.0034
12119,34072,21953,21419,2169651184.4904,1529197805523962335.1229,21954,18.6885,0,0.0097
18039,85655,67616,950,2155644155.8538,1540687572278972971.0672,67617,9.0325,0.0001,0.0045
26258,100244,73986,7714,2148158294.2844,1549882446582128072.4187,73987,13.254,0.003,0.0025
6914,14044,7130,26121,2134327347.6135,1561485235998103917.8753,7131,7.6091,0.0088,0.0034
3375,12349,8974,14265,2150391768.6341,1538802959119118195.354,8975,3.9327,0.0029,0.0048
456,20090,19634,17985,2158499476.0589,1550991596790549219.4943,19635,7.9419,0.0021,0.0074
10220,33453,23233,10813,2152199702.9396,1539752645461108516.3357,23234,4.9488,0.0016,0.0053
23595,41231,17636,12873,2149738055.5621,1531181893800120566.9572,17637,15.6244,0.0054,0.0048
903,72871,71968,15982,2157795681.1259,1548535848763729176.7446,71969,17.2936,0.0013,0.0063
25751,62244,36493,19089,2138777418.2807,1529296773365738306.7078,36494,5.0545,0.0044,0.0009
9493,77644,68151,20212,2147121800.9563,1534157496194136957.0146,68152,6.6976,0.0023,0.0021
18745,105152,86407,2626,2151883620.983,1533794514194051301.175,86408,7.2958,0.0006,0.0032
4151,42403,38252,26031,2145044994.9982,1537665899820102447.8216,38253,9.4064,0.0038,0.0033
31026,112364,81338,31525,2142817360.6303,1531933638836481847.7056,81339,5.1584,0.0024,0.0007
832,6716,5884,4592,2142265511.2554,1519060144477060102.635,5885,3.7554,0.0081,0.0038
30783,93941,63158,19247,2148805304.7668,1539442416132734850.1718,63159,5.8329,0.0014,0.0022
8163,47226,39063,16566,2160800970.9491,1527642719372914244.6784,39064,15.8693,0.0011,0.0074
8087,37088,29001,10140,2164750945.7336,1538167661723034939.5294,29002,13.3129,0.0004,0.0087
12479,40050,27571,5858,2131465334.7418,1523471338374666215.8072,27572,17.8729,0.0098,0.0015
6673,22843,16170,31873,2127890832.4888,1526066815863569610.1889,16171,10.177,0.0087,0.0012
20220,89453,69233,21474,2151641854.7148,1539481988127933103.3875,69234,20.3988,0.0014,0.0029
18134,57178,39044,19748,2147223055.8127,1520306017401884901.1133,39045,16.2571,0.0035,0.005
8029,105682,97653,21730,2138222064.5028,1539499354815712075.1583,97654,9.8809,0.0035,0.000
31991,130992,99001,23170,2141729505.064,1544479418850222259.2415,99002,7.8498,0.0032,0.0007
19222,99748,80526,20049,2139547221.4465,1537382371288695435.2315,80527,8.9294,0.0042,0.0008
25603,84304,58701,18187,2143671522.6508,1545956412509934778.2979,58702,9.3951,0.0033,0.0016
21240,62631,41391,15032,2146190650.1301,1531072178728066482.4096,41392,8.352,0.005,0.0025
22473,100306,77833,872,2142087879.6015,1536835756824885833.2011,77834,6.0234,0.0032,0.0004
23595,84396,60801,10292,2144076570.2191,1540699992454892750.8025,60802,11.4689,0.0042,0.0017
11888,44756,32868,27242,2150823955.3705,1529085621714273609.4237,32869,5.1375,0.0017,0.0038
12766,32705,19939,11332,2141119966.976,1528484383364572873.6786,19940,4.0412,0.0055,0.0021
29603,38158,8555,6778,2137573335.1007,1532493462023395981.1593,8556,14.148,0.007,0.0019
5125,72064,66939,10499,2158723244.9896,1543272054227454693.5583,66940,11.4508,0.0005,0.0046
10226,51126,40900,20087,2151759170.4275,1529904923621214727.7803,40901,8.4612,0.0026,0.0041
1962,79873,77911,31385,2147146179.2887,1529985495203309127.9936,77912,9.9162,0.0028,0.0024
4137,46076,41939,5102,2147698435.5299,1544493007721041204.9383,41940,12.2377,0.0034,0.0032
18560,44689,26129,26578,2145820332.3836,1527289349805860077.4733,26130,5.9865,0.0035,0.0032
25634,76644,51010,6352,2148352467.6436,1539511953912751966.4537,51011,17.4497,0.0024,0.0023
20098,64456,44358,4853,2143069666.1143,1544223406493413683.1211,44359,5.0459,0.0033,0.0017
12682,72469,59787,10054,2156293921.8486,1530035334906747244.2422,59788,17.4031,0.0003,0.0052
7248,15337,8089,32613,2103026982.2604,1525548425613545864.1157,8090,32.9851,0.0261,0.0001
4351,45192,40841,6967,2156066149.3465,1525761646646075829.3445,40842,11.5521,0.0009,0.0047
5469,69134,63665,13144,2154790784.7077,1539641854751302528.6955,63666,4.6553,0.0005,0.0039
5376,80209,74833,3428,2139771780.4049,1527341038350990857.9344,74834,13.0823,0.0048,0.0008
32027,57092,25065,21057,2152646833.8525,1524979857194481671.9791,25066,8.2123,0.0028,0.0045
31169,107327,76158,13757,2151618051.5597,1538096959729697443.19,76159,9.7267,0.0008,0.0028
24914,94586,69672,10260,2142764170.3654,1545550144502200894.9698,69673,12.2715,0.0034,0.0015
29146,81632,52486,21284,2143031756.2749,1530078843000545247.6553,52487,9.9735,0.0041,0.0021
9266,25930,16664,2435,2157871426.5929,1547819071137699241.9832,16665,6.9884,0.0006,0.006
10372,27467,17095,5979,2122099173.1986,1540335655414839899.4217,17096,24.6767,0.0114,0.0004
11240,79971,68731,19659,2147305213.7274,1554461600090836531.245,68732,21.8985,0.0035,0.0034
31180,118433,87253,6739,2153035420.7064,1532465225047261801.529,87254,7.1984,0.0007,0.0033
3132,60892,57760,30358,2140259556.5115,1544061014259400574.3576,57761,13.8663,0.0038,0.0002
17971,79017,61046,2734,2144427271.0672,1531822548634529020.4051,61047,2.2068,0.0028,0.0012
29404,49150,19746,29126,2157860275.1187,1527579637099056397.1054,19747,5.2587,0.002,0.0058
22032,68244,46212,22096,2148736975.9593,1533843118984141118.5745,46213,7.0302,0.0015,0.0025
18490,86527,68037,10856,2137882464.309,1544233267702612249.7969,68038,12.6176,0.0053,0.0009
14784,24496,9712,14745,2146426332.8835,1524735085954811719.4428,9713,6.1576,0.0055,0.0046
10599,61977,51378,21948,2137970940.2563,1533869400225876439.3715,51379,11.2801,0.005,0.0011
19643,105810,86167,23005,2150764246.6251,1538057299456724525.7272,86168,9.754,0.0013,0.0035
31410,110237,78827,23830,2145431693.9809,1536325367043513122.5668,78828,6.3589,0.0021,0.002
10938,13676,2738,25661,2131220828.46,1536896055797000836.3587,2739,10.0923,0.015,0.0058
2873,51449,48576,28213,2153237594.5795,1534319999388735222.394,48577,10.1999,0.0009,0.0031
981,89172,88191,25743,2142147929.1081,1540412126158286921.2779,88192,11.1047,0.0034,0.0007
17748,96697,78949,27213,2152524960.2382,1535162126821661457.5655,78950,6.5878,0.0001,0.0027
7618,35375,27757,26037,2158404553.2694,1525543143217667740.6747,27758,17.673,0.0009,0.0065
7631,35955,28324,11094,2135585290.2155,1527072436205603203.8484,28325,8.1155,0.0054,0.0003
25074,114266,89192,6393,2155478751.9585,1535499671828757268.5979,89193,25.6718,0.0001,0.0034
10522,90493,79971,10618,2149614738.1029,1538886447639059858.8081,79972,7.6027,0.0014,0.0024
23953,116912,92959,13029,2151916449.268,1526474492721649058.2726,92960,25.9086,0.0019,0.0048
12806,75434,62628,380,2135080458.9011,1530295312129408652.4696,62629,16.3504,0.0054,0.0007
8114,9317,1203,31872,2100764946.7558,1548262255632052172.0483,1204,8.5276,0.0255,0.0039
4280,26355,22075,21661,2135347237.1391,1560905034772047086.6184,22076,22.1051,0.0088,0.0029
